"","denominator_value","numerator_value","drug_concept_id","drug_name","conc_1_exct","conc_2_exct","conc_3_exct","conc_4_exct","conc_5_exct","conc_6_exct","conc_7_exct","conc_8_exct","conc_9_exct"
"5377",1490,994000,44135682,"1490 MG Ascorbic Acid 667 MG/MG Oral Powder [Scorbatate]",667,NA,NA,NA,NA,NA,NA,NA,NA
"5378",1490,249000,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"5379",1490,198000,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"5380",1490,149000,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"5381",1490,99400,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"5382",1490,198000,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"5383",1490,19800,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"5384",1490,198000,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"5385",1500,2e+05,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5386",1500,150000,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5387",1500,2e+05,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5388",1500,20000,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5389",1500,1e+05,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5390",1500,2e+05,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5391",1500,251000,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5392",1500,1e+06,44135692,"1500 MG Ascorbic Acid 667 MG/MG Oral Powder [Scorbatate]",667,NA,NA,NA,NA,NA,NA,NA,NA
"5393",1500,1e+06,44135694,"1500 MG Ascorbic Acid 667 MG/MG Oral Powder",667,NA,NA,NA,NA,NA,NA,NA,NA
"5394",1500,20000,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5395",1500,150000,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5396",1500,1e+05,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5397",1500,251000,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5398",1500,2e+05,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5399",1500,2e+05,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5400",1500,2e+05,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5401",1700,89900,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"5402",1700,72100,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"5403",1700,72100,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"5404",1700,270000,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"5405",1700,35000,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"5406",1700,72100,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"5407",1700,377,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"5408",1700,72100,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"5409",1700,72100,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"5410",1700,72100,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"5411",1700,270000,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"5412",1700,89900,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"5413",1700,72100,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"5414",1700,35000,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"5415",1700,72100,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"5416",1700,377,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"5417",1990,498000,44135703,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution [Thunas Natural Aid]",150,250,100,NA,NA,NA,NA,NA,NA
"5418",1990,299000,44135703,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution [Thunas Natural Aid]",150,250,100,NA,NA,NA,NA,NA,NA
"5419",1990,199000,44135703,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution [Thunas Natural Aid]",150,250,100,NA,NA,NA,NA,NA,NA
"5420",1990,299000,44135704,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution",150,250,100,NA,NA,NA,NA,NA,NA
"5421",1990,498000,44135704,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution",150,250,100,NA,NA,NA,NA,NA,NA
"5422",1990,199000,44135704,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution",150,250,100,NA,NA,NA,NA,NA,NA
"5423",1990,597000,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"5424",1990,498,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"5425",1990,199,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"5426",1990,79600,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"5427",1990,39800,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"5428",1990,299000,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"5429",1990,19900,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"5430",1990,199000,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"5431",1990,79.6,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"5432",1990,59700,44135706,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20",30,220,50,150,NA,NA,NA,NA,NA
"5433",1990,299000,44135706,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20",30,220,50,150,NA,NA,NA,NA,NA
"5434",1990,438000,44135706,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20",30,220,50,150,NA,NA,NA,NA,NA
"5435",1990,99500,44135706,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20",30,220,50,150,NA,NA,NA,NA,NA
"5436",1990,19900,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"5437",1990,39800,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"5438",1990,299000,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"5439",1990,597000,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"5440",1990,498,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"5441",1990,199,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"5442",1990,79600,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"5443",1990,79.6,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"5444",1990,199000,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"5445",1990,438000,44135708,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20 by Traditional Medicinals",30,220,50,150,NA,NA,NA,NA,NA
"5446",1990,99500,44135708,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20 by Traditional Medicinals",30,220,50,150,NA,NA,NA,NA,NA
"5447",1990,59700,44135708,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20 by Traditional Medicinals",30,220,50,150,NA,NA,NA,NA,NA
"5448",1990,299000,44135708,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20 by Traditional Medicinals",30,220,50,150,NA,NA,NA,NA,NA
"5449",1990,79.6,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"5450",1990,79600,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"5451",1990,199000,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"5452",1990,498,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"5453",1990,39800,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"5454",1990,299000,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"5455",1990,19900,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"5456",1990,597000,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"5457",1990,199,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"5458",1990,79600,44135710,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / ... Oral Solution [Breathe Easy] Box of 20 by Traditional Medicinals",40,0.04,300,0.1,NA,NA,NA,NA,NA
"5459",1990,498,44135710,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / ... Oral Solution [Breathe Easy] Box of 20 by Traditional Medicinals",40,0.04,300,0.1,NA,NA,NA,NA,NA
